"var","plot_id","spike","flower","rep","batch","flower_abort","kernel.type","floret.pos","total","type","timeid","nitrogen","appl","date"
"Capone",36,1,0,1,1,2,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,1,1,2,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,1,1,2,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,1,1,2,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,1,1,2,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,1,1,2,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,2,1,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,2,1,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,2,1,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,1,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,1,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,1,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,1,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,1,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,1,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,3,1,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,3,1,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,3,1,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,1,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,1,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,1,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,4,1,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,4,1,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,4,1,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,1,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,1,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,1,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,1,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,1,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,1,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,1,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,1,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,1,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,4,1,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,4,1,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,4,1,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,1,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,1,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,1,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,1,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,1,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,1,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,1,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,1,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,1,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,1,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,1,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,1,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,1,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,1,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,1,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,1,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,1,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,1,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,1,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,1,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,1,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,2,1,2,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,2,1,2,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,2,1,2,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,2,1,2,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,2,1,2,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,2,1,2,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,2,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,2,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,2,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,2,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,2,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,2,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,2,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,2,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,2,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,2,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,2,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,2,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,2,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,2,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,2,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,2,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,2,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,2,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,2,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,2,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,2,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,2,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,2,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,2,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,2,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,2,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,2,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,2,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,2,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,2,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,2,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,2,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,2,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,2,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,2,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,2,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,2,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,2,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,2,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,2,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,2,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,2,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,2,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,2,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,2,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,2,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,2,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,2,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,2,2,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,2,2,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,2,2,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,3,1,1,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,3,1,1,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,3,1,1,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,4,3,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,4,3,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,4,3,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,3,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,3,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,3,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,3,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,3,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,3,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,3,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,3,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,3,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,3,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,3,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,3,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,3,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,3,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,3,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,3,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,3,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,3,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,3,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,3,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,3,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,6,3,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,6,3,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,6,3,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,6,3,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,6,3,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,6,3,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,3,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,3,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,3,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,3,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,3,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,3,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,6,3,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,6,3,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,6,3,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,3,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,3,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,3,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,3,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,3,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,3,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,5,3,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,5,3,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,5,3,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,3,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,3,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,3,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,5,3,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,5,3,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,5,3,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,3,3,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,3,3,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,3,3,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,21,3,3,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,21,3,3,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,21,3,3,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,4,1,2,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,4,1,2,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,4,1,2,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,4,1,2,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,4,1,2,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,0,4,1,2,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,4,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,4,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,4,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,4,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,4,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,4,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,4,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,4,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,4,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,4,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,4,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,4,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,4,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,4,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,4,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,4,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,4,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,4,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,4,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,4,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,4,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,4,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,4,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,4,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,4,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,4,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,4,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,4,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,4,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,4,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,4,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,4,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,4,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,4,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,4,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,4,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,4,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,4,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,4,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,4,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,4,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,4,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,4,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,4,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,4,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,4,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,4,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,4,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,4,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,4,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,4,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,4,4,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,4,4,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,4,4,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,21,3,4,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,21,3,4,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,21,3,4,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,5,1,2,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,5,1,2,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,5,1,2,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,1,5,1,1,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,1,5,1,1,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,1,5,1,1,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,5,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,5,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,5,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,5,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,5,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,5,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,5,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,5,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,5,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,5,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,5,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,5,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,5,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,5,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,5,1,0,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,5,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,5,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,5,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,5,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,5,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,5,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,5,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,5,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,5,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,4,5,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,4,5,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,4,5,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,5,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,5,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,5,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,5,1,0,"small","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,5,1,0,"medium","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,5,1,0,"large","0",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,5,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,5,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,5,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,5,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,5,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,5,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,5,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,5,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,5,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,5,5,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,5,5,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,5,5,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,5,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,5,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,5,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,5,1,0,"small","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,5,1,0,"medium","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,5,1,0,"large","0",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,6,1,1,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,6,1,1,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,6,1,1,"large","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,6,1,0,"small","0",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,6,1,0,"medium","0",0,"basal","Late",176,"Combined","22.10.2020"
